iter,CFL,dt_min,dt_avg,R2_rho,R2_rhou,R2_rhov,R2_rhoE,CL,CD,CM
15230,7.2,2.64286e-06,0.00450222,3.97188e-09,2.5062e-09,2.29492e-09,1.31917e-08,-7.87481e-16,-0.000111524,-6.58129e-06
15240,7.2,2.64286e-06,0.00450222,3.87686e-09,2.80247e-09,2.17945e-09,1.28244e-08,-3.95184e-15,-0.000109228,-6.44577e-06
15250,7.2,2.64286e-06,0.00450222,3.59473e-09,2.47829e-09,2.74888e-09,1.17541e-08,1.38428e-15,-0.000109552,-6.46491e-06
15260,7.2,2.64286e-06,0.00450222,3.27306e-09,2.39354e-09,3.2278e-09,1.03911e-08,5.46354e-15,-0.000110896,-6.54422e-06
15270,7.2,2.64286e-06,0.00450222,3.78638e-09,2.39925e-09,2.52648e-09,1.25714e-08,-9.3343e-15,-0.000109521,-6.46304e-06
15280,7.2,2.64286e-06,0.00450222,3.91916e-09,2.4253e-09,2.25187e-09,1.30627e-08,1.627e-15,-0.000111024,-6.55173e-06
15290,7.2,2.64286e-06,0.00450222,3.46031e-09,2.39184e-09,2.90315e-09,1.10018e-08,-3.99782e-15,-0.00011011,-6.49782e-06
15300,7.2,2.64286e-06,0.00450222,3.53448e-09,2.3413e-09,2.81344e-09,1.13238e-08,3.44752e-15,-0.000108847,-6.42327e-06
15310,7.2,2.64286e-06,0.00450222,3.71134e-09,2.62032e-09,2.34891e-09,1.21204e-08,-3.86915e-15,-0.000111054,-6.55354e-06
15320,7.2,2.64286e-06,0.00450222,3.84316e-09,2.40185e-09,2.04587e-09,1.28191e-08,8.55198e-16,-0.000109958,-6.48886e-06
15330,7.2,2.64286e-06,0.00450222,3.26718e-09,2.16185e-09,3.07799e-09,1.04932e-08,5.46906e-16,-0.000110278,-6.50772e-06
15340,7.2,2.64286e-06,0.00450222,3.29614e-09,2.14566e-09,3.02094e-09,1.05368e-08,-5.16077e-16,-0.000110716,-6.53355e-06
15350,7.2,2.64286e-06,0.00450222,3.76353e-09,2.4907e-09,2.11517e-09,1.24969e-08,-5.1458e-15,-0.000108696,-6.41436e-06
15360,7.2,2.64286e-06,0.00450222,3.66409e-09,2.657e-09,2.06679e-09,1.21339e-08,-2.78978e-15,-0.000110671,-6.53091e-06
15370,7.2,2.64286e-06,0.00450222,3.36708e-09,2.28518e-09,2.6918e-09,1.09884e-08,-4.23857e-15,-0.000110723,-6.53397e-06
15380,7.2,2.64286e-06,0.00450222,3.09457e-09,2.22971e-09,3.11e-09,9.8236e-09,7.22526e-15,-0.000109574,-6.46618e-06
15390,7.2,2.64286e-06,0.00450222,3.69133e-09,2.24236e-09,2.25181e-09,1.22974e-08,1.06744e-15,-0.000110852,-6.54159e-06
15400,7.2,2.64286e-06,0.00450222,3.65726e-09,2.36249e-09,2.22683e-09,1.20915e-08,1.60936e-15,-0.000109232,-6.44602e-06
15410,7.2,2.64286e-06,0.00450222,3.30891e-09,2.27104e-09,2.6999e-09,1.05302e-08,4.33213e-15,-0.000109841,-6.48197e-06
15420,7.2,2.64286e-06,0.00450222,3.32876e-09,2.26197e-09,2.66862e-09,1.06548e-08,-9.51428e-16,-0.000111345,-6.57072e-06
15430,7.2,2.64286e-06,0.00450222,3.54344e-09,2.44251e-09,2.18407e-09,1.16466e-08,6.56502e-15,-0.000109478,-6.46053e-06
15440,7.2,2.64286e-06,0.00450222,3.61811e-09,2.20929e-09,2.03265e-09,1.20734e-08,-1.28503e-15,-0.000110399,-6.51488e-06
15450,7.2,2.64286e-06,0.00450222,3.03006e-09,2.05858e-09,3.008e-09,9.65393e-09,7.58559e-15,-0.000109938,-6.48765e-06
15460,7.2,2.64286e-06,0.00450222,3.21955e-09,2.08376e-09,2.72389e-09,1.03745e-08,-5.06009e-15,-0.000109296,-6.44978e-06
15470,7.2,2.64286e-06,0.00450222,3.54419e-09,2.46266e-09,1.97781e-09,1.17468e-08,4.00423e-16,-0.000111451,-6.57695e-06
15480,7.2,2.64286e-06,0.00450222,3.48157e-09,2.46946e-09,1.96694e-09,1.15727e-08,2.55187e-16,-0.000109895,-6.48512e-06
15490,7.2,2.64286e-06,0.00450222,3.12344e-09,2.11222e-09,2.67822e-09,1.01299e-08,-1.34704e-15,-0.000109636,-6.46985e-06
15500,7.2,2.64286e-06,0.00450222,2.98203e-09,2.07081e-09,2.92969e-09,9.50652e-09,-6.98807e-15,-0.000110572,-6.52508e-06
15510,7.2,2.64286e-06,0.00450222,3.56801e-09,2.13987e-09,2.02737e-09,1.18991e-08,9.07608e-15,-0.000109247,-6.4469e-06
15520,7.2,2.64286e-06,0.00450222,3.41711e-09,2.30233e-09,2.15647e-09,1.12034e-08,-8.92799e-17,-0.000110897,-6.54428e-06
15530,7.2,2.64286e-06,0.00450222,3.15664e-09,2.13595e-09,2.5307e-09,1.00799e-08,-4.49982e-15,-0.000110668,-6.53073e-06
15540,7.2,2.64286e-06,0.00450222,3.11789e-09,2.17285e-09,2.56129e-09,9.96187e-09,-1.83407e-15,-0.000109089,-6.43756e-06
15550,7.2,2.64286e-06,0.00450222,3.4056e-09,2.24981e-09,2.00034e-09,1.12777e-08,-2.90953e-15,-0.000110611,-6.52739e-06
15560,7.2,2.64286e-06,0.00450222,3.37989e-09,2.06717e-09,2.0633e-09,1.12562e-08,1.02004e-15,-0.00010971,-6.47422e-06
15570,7.2,2.64286e-06,0.00450222,2.85076e-09,1.97504e-09,2.86529e-09,9.02968e-09,-8.65516e-15,-0.000110231,-6.50495e-06
15580,7.2,2.64286e-06,0.00450222,3.11914e-09,2.04164e-09,2.4694e-09,1.01165e-08,5.35127e-15,-0.000111161,-6.55985e-06
15590,7.2,2.64286e-06,0.00450222,3.33521e-09,2.40056e-09,1.86636e-09,1.10384e-08,4.51282e-15,-0.000109028,-6.43396e-06
15600,7.2,2.64286e-06,0.00450222,3.31116e-09,2.26097e-09,1.88977e-09,1.10467e-08,-2.65773e-15,-0.000110159,-6.50069e-06
15610,7.2,2.64286e-06,0.00450222,2.88215e-09,1.96062e-09,2.67736e-09,9.26208e-09,4.34139e-15,-0.000110462,-6.5186e-06
15620,7.2,2.64286e-06,0.00450222,2.91903e-09,1.93279e-09,2.69183e-09,9.36739e-09,-1.09932e-14,-0.000109674,-6.47212e-06
15630,7.2,2.64286e-06,0.00450222,3.41171e-09,2.081e-09,1.86384e-09,1.13648e-08,1.14549e-15,-0.000111135,-6.55831e-06
15640,7.2,2.64286e-06,0.00450222,3.20773e-09,2.2224e-09,2.05172e-09,1.04528e-08,5.15311e-15,-0.000109584,-6.46676e-06
15650,7.2,2.64286e-06,0.00450222,2.98721e-09,1.99787e-09,2.40899e-09,9.56219e-09,1.48533e-15,-0.000109441,-6.45836e-06
15660,7.2,2.64286e-06,0.00450222,2.9259e-09,2.06494e-09,2.46511e-09,9.35121e-09,1.34437e-15,-0.00011094,-6.54679e-06
15670,7.2,2.64286e-06,0.00450222,3.28146e-09,2.06886e-09,1.80898e-09,1.09353e-08,2.4364e-15,-0.000109687,-6.47285e-06
15680,7.2,2.64286e-06,0.00450222,3.13752e-09,1.96914e-09,2.09797e-09,1.04052e-08,-3.47604e-15,-0.000110666,-6.53066e-06
15690,7.2,2.64286e-06,0.00450222,2.72094e-09,1.90046e-09,2.67437e-09,8.60687e-09,1.49495e-15,-0.000110214,-6.50394e-06
15700,7.2,2.64286e-06,0.00450222,2.98741e-09,2.00865e-09,2.26869e-09,9.723e-09,-3.16489e-15,-0.000108994,-6.43195e-06
15710,7.2,2.64286e-06,0.00450222,3.15278e-09,2.29424e-09,1.76689e-09,1.04462e-08,9.44122e-16,-0.000110954,-6.54764e-06
15720,7.2,2.64286e-06,0.00450222,3.13588e-09,2.05651e-09,1.84721e-09,1.04742e-08,1.39605e-15,-0.000110174,-6.50162e-06
15730,7.2,2.64286e-06,0.00450222,2.66732e-09,1.82876e-09,2.65124e-09,8.48748e-09,-2.74843e-15,-0.000109938,-6.48765e-06
15740,7.2,2.64286e-06,0.00450222,2.87553e-09,1.82607e-09,2.42487e-09,9.29197e-09,1.7357e-16,-0.000110689,-6.53201e-06
15750,7.2,2.64286e-06,0.00450222,3.23115e-09,2.04592e-09,1.74222e-09,1.07289e-08,5.00253e-15,-0.00010908,-6.43707e-06
15760,7.2,2.64286e-06,0.00450222,3.02648e-09,2.11148e-09,1.93839e-09,9.84248e-09,2.47952e-15,-0.000110406,-6.51531e-06
15770,7.2,2.64286e-06,0.00450222,2.79751e-09,1.86738e-09,2.33314e-09,8.94926e-09,9.71387e-16,-0.000110838,-6.54081e-06
15780,7.2,2.64286e-06,0.00450222,2.76997e-09,1.93863e-09,2.35218e-09,8.88937e-09,-8.39695e-16,-0.000109524,-6.46327e-06
15790,7.2,2.64286e-06,0.00450222,3.15403e-09,1.92086e-09,1.63866e-09,1.05547e-08,-1.14002e-14,-0.000110631,-6.52855e-06
15800,7.2,2.64286e-06,0.00450222,2.9056e-09,1.90094e-09,2.09925e-09,9.57592e-09,-1.23584e-15,-0.00010955,-6.4648e-06
15810,7.2,2.64286e-06,0.00450222,2.61982e-09,1.82632e-09,2.46977e-09,8.31509e-09,4.44974e-16,-0.000109809,-6.48006e-06
15820,7.2,2.64286e-06,0.00450222,2.83138e-09,1.97196e-09,2.11816e-09,9.21834e-09,3.98481e-15,-0.000111243,-6.56471e-06
15830,7.2,2.64286e-06,0.00450222,3.00211e-09,2.14776e-09,1.66571e-09,9.98679e-09,-1.45642e-14,-0.00010956,-6.46535e-06
15840,7.2,2.64286e-06,0.00450222,2.94681e-09,1.8761e-09,1.84576e-09,9.82003e-09,1.06851e-15,-0.000110113,-6.49798e-06
15850,7.2,2.64286e-06,0.00450222,2.49844e-09,1.71601e-09,2.57245e-09,7.88615e-09,7.44855e-15,-0.000110244,-6.50571e-06
15860,7.2,2.64286e-06,0.00450222,2.82297e-09,1.75211e-09,2.16543e-09,9.17669e-09,2.09407e-15,-0.000109412,-6.45666e-06
15870,7.2,2.64286e-06,0.00450222,3.04216e-09,2.01216e-09,1.63721e-09,1.00568e-08,-7.72173e-15,-0.000111111,-6.55687e-06
15880,7.2,2.64286e-06,0.00450222,2.86243e-09,1.97183e-09,1.83994e-09,9.32434e-09,-9.18407e-15,-0.000110094,-6.49687e-06
15890,7.2,2.64286e-06,0.00450222,2.59603e-09,1.7484e-09,2.2911e-09,8.27381e-09,4.83644e-16,-0.000109499,-6.46174e-06
15900,7.2,2.64286e-06,0.00450222,2.65499e-09,1.80477e-09,2.20337e-09,8.58203e-09,4.6299e-15,-0.000110596,-6.52652e-06
15910,7.2,2.64286e-06,0.00450222,3.01194e-09,1.81503e-09,1.51618e-09,1.01e-08,-2.65488e-15,-0.000109511,-6.46249e-06
15920,7.2,2.64286e-06,0.00450222,2.69872e-09,1.84502e-09,2.05137e-09,8.82938e-09,-6.55254e-15,-0.000110642,-6.52923e-06
15930,7.2,2.64286e-06,0.00450222,2.52365e-09,1.74962e-09,2.28169e-09,8.05508e-09,2.80243e-15,-0.000110662,-6.53042e-06
15940,7.2,2.64286e-06,0.00450222,2.66782e-09,1.91852e-09,2.00548e-09,8.67568e-09,7.67843e-15,-0.000109136,-6.44035e-06
15950,7.2,2.64286e-06,0.00450222,2.87655e-09,1.9775e-09,1.55578e-09,9.61828e-09,-3.55676e-15,-0.000110509,-6.52134e-06
15960,7.2,2.64286e-06,0.00450222,2.74585e-09,1.72978e-09,1.87381e-09,9.09899e-09,-3.74103e-15,-0.000110051,-6.49436e-06
15970,7.2,2.64286e-06,0.00450222,2.38071e-09,1.62186e-09,2.43565e-09,7.48383e-09,5.4279e-15,-0.000109995,-6.49102e-06
15980,7.2,2.64286e-06,0.00450222,2.74439e-09,1.70507e-09,1.94088e-09,8.9583e-09,-7.32363e-15,-0.000110986,-6.54951e-06
15990,7.2,2.64286e-06,0.00450222,2.86052e-09,1.96042e-09,1.5363e-09,9.42053e-09,-3.91691e-16,-0.000109303,-6.45018e-06
16000,7.2,2.64286e-06,0.00450222,2.70261e-09,1.81644e-09,1.76992e-09,8.82922e-09,-3.10769e-15,-0.000109991,-6.4908e-06
16010,7.2,2.64286e-06,0.00450222,2.39882e-09,1.63879e-09,2.26202e-09,7.60628e-09,2.70156e-15,-0.000110618,-6.5278e-06
16020,7.2,2.64286e-06,0.00450222,2.57268e-09,1.67966e-09,2.01726e-09,8.38417e-09,2.51534e-15,-0.000109699,-6.47356e-06
16030,7.2,2.64286e-06,0.00450222,2.85253e-09,1.74782e-09,1.44453e-09,9.56592e-09,-4.76997e-15,-0.000110853,-6.54167e-06
16040,7.2,2.64286e-06,0.00450222,2.52528e-09,1.78479e-09,1.96192e-09,8.21184e-09,7.12992e-16,-0.000109768,-6.47765e-06
16050,7.2,2.64286e-06,0.00450222,2.41513e-09,1.6721e-09,2.1281e-09,7.74294e-09,-2.55615e-15,-0.000109448,-6.45877e-06
16060,7.2,2.64286e-06,0.00450222,2.5164e-09,1.83956e-09,1.91199e-09,8.18327e-09,1.39266e-15,-0.000110936,-6.54656e-06
16070,7.2,2.64286e-06,0.00450222,2.76212e-09,1.80593e-09,1.44502e-09,9.27221e-09,2.23734e-15,-0.000109839,-6.48185e-06
16080,7.2,2.64286e-06,0.00450222,2.544e-09,1.61773e-09,1.90264e-09,8.36015e-09,-4.06197e-15,-0.000110302,-6.50915e-06
16090,7.2,2.64286e-06,0.00450222,2.30245e-09,1.54384e-09,2.25713e-09,7.24321e-09,7.42235e-15,-0.000110363,-6.51273e-06
16100,7.2,2.64286e-06,0.00450222,2.63672e-09,1.67474e-09,1.76011e-09,8.62224e-09,-2.18745e-15,-0.000109189,-6.44349e-06
16110,7.2,2.64286e-06,0.00450222,2.69646e-09,1.87941e-09,1.43978e-09,8.87012e-09,1.1268e-14,-0.000110745,-6.53527e-06
16120,7.2,2.64286e-06,0.00450222,2.53756e-09,1.66248e-09,1.73333e-09,8.30283e-09,-1.75994e-15,-0.00011034,-6.51138e-06
16130,7.2,2.64286e-06,0.00450222,2.22415e-09,1.5357e-09,2.2204e-09,7.02352e-09,-7.57383e-15,-0.000109781,-6.47838e-06
16140,7.2,2.64286e-06,0.00450222,2.5063e-09,1.57762e-09,1.81082e-09,8.22874e-09,3.70449e-15,-0.000110606,-6.52708e-06
16150,7.2,2.64286e-06,0.00450222,2.68151e-09,1.70647e-09,1.40168e-09,8.97431e-09,2.90062e-15,-0.000109351,-6.45303e-06
16160,7.2,2.64286e-06,0.00450222,2.38364e-09,1.70914e-09,1.85206e-09,7.73112e-09,-3.6063e-15,-0.000110282,-6.50798e-06
16170,7.2,2.64286e-06,0.00450222,2.2881e-09,1.59599e-09,2.01434e-09,7.34296e-09,-3.60024e-15,-0.000110858,-6.54195e-06
16180,7.2,2.64286e-06,0.00450222,2.39206e-09,1.73481e-09,1.81584e-09,7.80294e-09,-2.74433e-17,-0.000109511,-6.46248e-06
16190,7.2,2.64286e-06,0.00450222,2.64459e-09,1.65371e-09,1.35438e-09,8.89057e-09,-1.40959e-15,-0.000110415,-6.51585e-06
16200,7.2,2.64286e-06,0.00450222,2.35635e-09,1.53337e-09,1.90266e-09,7.66516e-09,-4.25033e-15,-0.000109901,-6.48547e-06
16210,7.2,2.64286e-06,0.00450222,2.24192e-09,1.4779e-09,2.06495e-09,7.0849e-09,-3.02572e-15,-0.000109744,-6.47621e-06
16220,7.2,2.64286e-06,0.00450222,2.50774e-09,1.64844e-09,1.61734e-09,8.19758e-09,-1.76778e-16,-0.000111062,-6.55397e-06
16230,7.2,2.64286e-06,0.00450222,2.55222e-09,1.76856e-09,1.35162e-09,8.41457e-09,-1.76671e-15,-0.000109721,-6.47487e-06
16240,7.2,2.64286e-06,0.00450222,2.3642e-09,1.52398e-09,1.72791e-09,7.7263e-09,6.82733e-15,-0.000109932,-6.48732e-06
16250,7.2,2.64286e-06,0.00450222,2.08609e-09,1.43988e-09,2.14515e-09,6.57959e-09,-6.66837e-15,-0.000110378,-6.51364e-06
16260,7.2,2.64286e-06,0.00450222,2.43811e-09,1.50539e-09,1.61073e-09,8.05288e-09,-1.23566e-15,-0.000109549,-6.46469e-06
16270,7.2,2.64286e-06,0.00450222,2.50995e-09,1.67401e-09,1.36149e-09,8.36897e-09,4.96118e-16,-0.000110876,-6.54302e-06
16280,7.2,2.64286e-06,0.00450222,2.26321e-09,1.61535e-09,1.74426e-09,7.34816e-09,7.41041e-15,-0.000110181,-6.50204e-06
16290,7.2,2.64286e-06,0.00450222,2.14785e-09,1.52035e-09,1.93536e-09,6.87525e-09,-4.09868e-17,-0.00010944,-6.45828e-06
16300,7.2,2.64286e-06,0.00450222,2.29914e-09,1.61321e-09,1.69971e-09,7.54342e-09,-8.08153e-16,-0.000110595,-6.52645e-06
16310,7.2,2.64286e-06,0.00450222,2.51521e-09,1.53332e-09,1.30162e-09,8.4454e-09,-2.09389e-16,-0.000109783,-6.47851e-06
16320,7.2,2.64286e-06,0.00450222,2.19532e-09,1.46658e-09,1.8589e-09,7.06746e-09,-5.06846e-15,-0.000110339,-6.51131e-06
16330,7.2,2.64286e-06,0.00450222,2.17813e-09,1.42064e-09,1.88574e-09,6.92441e-09,7.07004e-15,-0.000110664,-6.53053e-06
16340,7.2,2.64286e-06,0.00450222,2.37091e-09,1.6131e-09,1.50194e-09,7.74136e-09,-5.85291e-15,-0.000109283,-6.44903e-06
16350,7.2,2.64286e-06,0.00450222,2.42311e-09,1.63725e-09,1.27509e-09,8.02417e-09,2.22576e-15,-0.00011037,-6.51319e-06
16360,7.2,2.64286e-06,0.00450222,2.18628e-09,1.40761e-09,1.74195e-09,7.11597e-09,8.20983e-15,-0.000110249,-6.50604e-06
16370,7.2,2.64286e-06,0.00450222,1.98872e-09,1.35542e-09,2.02817e-09,6.28719e-09,-6.15925e-15,-0.000109904,-6.48566e-06
16380,7.2,2.64286e-06,0.00450222,2.35576e-09,1.46094e-09,1.43982e-09,7.81361e-09,5.79339e-16,-0.000110816,-6.53951e-06
16390,7.2,2.64286e-06,0.00450222,2.34965e-09,1.63391e-09,1.31115e-09,7.80242e-09,-7.73759e-16,-0.00010949,-6.46122e-06
16400,7.2,2.64286e-06,0.00450222,2.14976e-09,1.50868e-09,1.65465e-09,6.99679e-09,7.53801e-16,-0.000109912,-6.48611e-06
16410,7.2,2.64286e-06,0.00450222,2.00779e-09,1.44157e-09,1.877e-09,6.40029e-09,-3.51079e-15,-0.000110712,-6.53334e-06
16420,7.2,2.64286e-06,0.00450222,2.23044e-09,1.48973e-09,1.55918e-09,7.36484e-09,-4.61511e-15,-0.000109741,-6.47607e-06
16430,7.2,2.64286e-06,0.00450222,2.37307e-09,1.44677e-09,1.28381e-09,7.93975e-09,-2.27299e-15,-0.000110547,-6.52362e-06
16440,7.2,2.64286e-06,0.00450222,2.06506e-09,1.40636e-09,1.77546e-09,6.59385e-09,3.75724e-15,-0.000110006,-6.49166e-06
16450,7.2,2.64286e-06,0.00450222,2.0983e-09,1.37027e-09,1.73545e-09,6.70348e-09,-1.52596e-15,-0.000109481,-6.46071e-06
16460,7.2,2.64286e-06,0.00450222,2.2399e-09,1.55877e-09,1.40367e-09,7.31473e-09,-5.83795e-16,-0.000110829,-6.54023e-06
16470,7.2,2.64286e-06,0.00450222,2.30086e-09,1.50079e-09,1.21522e-09,7.65267e-09,-1.00747e-14,-0.000109979,-6.49011e-06
16480,7.2,2.64286e-06,0.00450222,2.01292e-09,1.31338e-09,1.75507e-09,6.51086e-09,3.16792e-15,-0.000110098,-6.49712e-06
16490,7.2,2.64286e-06,0.00450222,1.92423e-09,1.28624e-09,1.87701e-09,6.11614e-09,6.20148e-16,-0.000110399,-6.5149e-06
16500,7.2,2.64286e-06,0.00450222,2.25528e-09,1.43554e-09,1.30675e-09,7.49584e-09,1.01344e-15,-0.000109367,-6.45399e-06
16510,7.2,2.64286e-06,0.00450222,2.2084e-09,1.57439e-09,1.25204e-09,7.31479e-09,-1.24707e-15,-0.000110602,-6.52688e-06
16520,7.2,2.64286e-06,0.00450222,2.03175e-09,1.39859e-09,1.59144e-09,6.61856e-09,3.98213e-15,-0.000110436,-6.51706e-06
16530,7.2,2.64286e-06,0.00450222,1.88398e-09,1.35723e-09,1.81909e-09,5.98874e-09,5.15186e-16,-0.00010967,-6.47184e-06
16540,7.2,2.64286e-06,0.00450222,2.1717e-09,1.37968e-09,1.4052e-09,7.20727e-09,9.08018e-15,-0.000110507,-6.52128e-06
16550,7.2,2.64286e-06,0.00450222,2.22406e-09,1.38721e-09,1.27862e-09,7.39963e-09,-4.13646e-15,-0.000109661,-6.47134e-06
16560,7.2,2.64286e-06,0.00450222,1.96005e-09,1.34381e-09,1.66986e-09,6.23395e-09,7.36283e-15,-0.000110114,-6.49807e-06
16570,7.2,2.64286e-06,0.00450222,1.99995e-09,1.32477e-09,1.61777e-09,6.40472e-09,-8.66603e-16,-0.000110819,-6.53965e-06
16580,7.2,2.64286e-06,0.00450222,2.12427e-09,1.482e-09,1.3123e-09,6.95804e-09,2.87264e-16,-0.000109588,-6.46702e-06
16590,7.2,2.64286e-06,0.00450222,2.1775e-09,1.37461e-09,1.17966e-09,7.26155e-09,3.70592e-15,-0.000110258,-6.50654e-06
16600,7.2,2.64286e-06,0.00450222,1.85574e-09,1.23799e-09,1.74591e-09,5.95747e-09,1.60579e-15,-0.000110092,-6.49677e-06
16610,7.2,2.64286e-06,0.00450222,1.87675e-09,1.23335e-09,1.71031e-09,6.00827e-09,2.5631e-15,-0.000109759,-6.47711e-06
16620,7.2,2.64286e-06,0.00450222,2.14068e-09,1.41695e-09,1.20621e-09,7.11436e-09,1.17882e-15,-0.000110898,-6.54434e-06
16630,7.2,2.64286e-06,0.00450222,2.08714e-09,1.49131e-09,1.19171e-09,6.91454e-09,2.01922e-15,-0.000109833,-6.48149e-06
16640,7.2,2.64286e-06,0.00450222,1.90446e-09,1.29379e-09,1.55535e-09,6.18855e-09,8.97967e-16,-0.000109805,-6.47984e-06
16650,7.2,2.64286e-06,0.00450222,1.7883e-09,1.26928e-09,1.74249e-09,5.68852e-09,3.04817e-15,-0.000110481,-6.51973e-06
16660,7.2,2.64286e-06,0.00450222,2.10863e-09,1.29331e-09,1.25828e-09,7.01916e-09,-1.27754e-15,-0.000109702,-6.47376e-06
16670,7.2,2.64286e-06,0.00450222,2.07746e-09,1.34271e-09,1.26291e-09,6.86333e-09,-7.51128e-16,-0.00011059,-6.52613e-06
16680,7.2,2.64286e-06,0.00450222,1.86854e-09,1.27486e-09,1.56295e-09,5.94498e-09,1.23834e-15,-0.000110291,-6.5085e-06
16690,7.2,2.64286e-06,0.00450222,1.88893e-09,1.27998e-09,1.52809e-09,6.04968e-09,1.00239e-15,-0.000109465,-6.45978e-06
16700,7.2,2.64286e-06,0.00450222,2.02693e-09,1.38727e-09,1.21842e-09,6.67695e-09,7.01266e-15,-0.000110531,-6.52265e-06
16710,7.2,2.64286e-06,0.00450222,2.04839e-09,1.26931e-09,1.17186e-09,6.83302e-09,-2.4879e-15,-0.000109962,-6.48911e-06
16720,7.2,2.64286e-06,0.00450222,1.72468e-09,1.17715e-09,1.70152e-09,5.49591e-09,-4.43032e-15,-0.000110178,-6.50183e-06
16730,7.2,2.64286e-06,0.00450222,1.82962e-09,1.1946e-09,1.54912e-09,5.90062e-09,-1.42937e-15,-0.000110611,-6.52736e-06
16740,7.2,2.64286e-06,0.00450222,2.02118e-09,1.3924e-09,1.12746e-09,6.7076e-09,1.1724e-15,-0.000109417,-6.45694e-06
16750,7.2,2.64286e-06,0.00450222,1.98033e-09,1.38872e-09,1.1377e-09,6.57535e-09,7.73653e-15,-0.000110267,-6.50709e-06
16760,7.2,2.64286e-06,0.00450222,1.77096e-09,1.199e-09,1.53888e-09,5.72048e-09,-1.0328e-14,-0.000110407,-6.51534e-06
16770,7.2,2.64286e-06,0.00450222,1.72317e-09,1.184e-09,1.63705e-09,5.50445e-09,-1.79255e-15,-0.000109832,-6.48143e-06
16780,7.2,2.64286e-06,0.00450222,2.03225e-09,1.23302e-09,1.13653e-09,6.77172e-09,7.67522e-16,-0.000110621,-6.528e-06
16790,7.2,2.64286e-06,0.00450222,1.94177e-09,1.3003e-09,1.22683e-09,6.36928e-09,-4.16141e-15,-0.000109732,-6.47549e-06
16800,7.2,2.64286e-06,0.00450222,1.77847e-09,1.20088e-09,1.47045e-09,5.67253e-09,5.92509e-15,-0.00010984,-6.48188e-06
16810,7.2,2.64286e-06,0.00450222,1.77595e-09,1.23027e-09,1.45701e-09,5.68466e-09,-2.03063e-15,-0.000110708,-6.53312e-06
16820,7.2,2.64286e-06,0.00450222,1.94434e-09,1.28524e-09,1.11815e-09,6.44731e-09,-3.15206e-15,-0.000109813,-6.48029e-06
16830,7.2,2.64286e-06,0.00450222,1.91369e-09,1.18843e-09,1.1834e-09,6.37067e-09,4.11721e-15,-0.000110353,-6.51216e-06
16840,7.2,2.64286e-06,0.00450222,1.62362e-09,1.12613e-09,1.6221e-09,5.1469e-09,3.20178e-15,-0.000110124,-6.49863e-06
16850,7.2,2.64286e-06,0.00450222,1.77143e-09,1.16592e-09,1.40877e-09,5.74654e-09,-8.53381e-15,-0.000109553,-6.46496e-06
16860,7.2,2.64286e-06,0.00450222,1.90712e-09,1.35182e-09,1.06115e-09,6.32208e-09,7.78749e-17,-0.000110726,-6.53419e-06
16870,7.2,2.64286e-06,0.00450222,1.87927e-09,1.2766e-09,1.09652e-09,6.25345e-09,4.06839e-16,-0.000110094,-6.49689e-06
16880,7.2,2.64286e-06,0.00450222,1.6404e-09,1.11513e-09,1.52708e-09,5.25526e-09,3.18004e-15,-0.000109922,-6.48672e-06
16890,7.2,2.64286e-06,0.00450222,1.68075e-09,1.10891e-09,1.50544e-09,5.40198e-09,-6.1147e-15,-0.000110424,-6.51633e-06
16900,7.2,2.64286e-06,0.00450222,1.94076e-09,1.19401e-09,1.04513e-09,6.46117e-09,3.26326e-15,-0.000109581,-6.46659e-06
16910,7.2,2.64286e-06,0.00450222,1.82138e-09,1.24959e-09,1.17474e-09,5.9427e-09,3.73871e-16,-0.000110413,-6.5157e-06
16920,7.2,2.64286e-06,0.00450222,1.68198e-09,1.12665e-09,1.39964e-09,5.37488e-09,6.37113e-15,-0.000110492,-6.52037e-06
16930,7.2,2.64286e-06,0.00450222,1.67247e-09,1.17161e-09,1.39207e-09,5.35938e-09,-3.12658e-15,-0.000109656,-6.47103e-06
16940,7.2,2.64286e-06,0.00450222,1.86891e-09,1.18864e-09,1.01713e-09,6.23267e-09,6.07674e-15,-0.000110415,-6.51579e-06
16950,7.2,2.64286e-06,0.00450222,1.77814e-09,1.12919e-09,1.19621e-09,5.89438e-09,5.68113e-15,-0.000109855,-6.48279e-06
16960,7.2,2.64286e-06,0.00450222,1.54834e-09,1.08009e-09,1.51907e-09,4.90202e-09,-4.76516e-15,-0.00011004,-6.49371e-06
16970,7.2,2.64286e-06,0.00450222,1.6986e-09,1.14206e-09,1.29532e-09,5.52836e-09,1.28431e-15,-0.000110748,-6.5355e-06
16980,7.2,2.64286e-06,0.00450222,1.80602e-09,1.2906e-09,1.00028e-09,5.99179e-09,-1.12256e-14,-0.000109667,-6.4717e-06
16990,7.2,2.64286e-06,0.00450222,1.77621e-09,1.16683e-09,1.07376e-09,5.91177e-09,4.19883e-15,-0.000110118,-6.49828e-06
17000,7.2,2.64286e-06,0.00450222,1.52418e-09,1.04159e-09,1.50266e-09,4.84153e-09,4.33533e-15,-0.000110267,-6.5071e-06
17010,7.2,2.64286e-06,0.00450222,1.64748e-09,1.04925e-09,1.36093e-09,5.32895e-09,-2.71921e-15,-0.000109786,-6.47871e-06
17020,7.2,2.64286e-06,0.00450222,1.83836e-09,1.16697e-09,9.76153e-10,6.10482e-09,-3.20766e-18,-0.00011069,-6.53206e-06
