# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
    7150  1.524300579116e-07  1.198494052349e-07  1.131498348326e-07  4.803083461608e-07  5.301865662241e-07
    7160  1.572980348255e-07  1.089607890791e-07  1.109805080559e-07  5.132870263951e-07  5.589234025791e-07
    7170  1.448800527152e-07  1.213080921639e-07  1.227785067949e-07  4.640651102353e-07  5.158845521700e-07
    7180  1.627080233501e-07  1.009162577483e-07  9.920790821114e-08  5.464661193733e-07  5.874737616396e-07
    7190  1.594933200796e-07  8.919530615778e-08  1.123986481256e-07  5.361648430639e-07  5.774946898707e-07
    7200  1.305677273436e-07  1.018023135467e-07  1.386773987206e-07  4.080068845331e-07  4.616412906245e-07
    7210  1.582103380607e-07  1.073596862887e-07  9.873816407874e-08  5.241053916043e-07  5.665618235141e-07
    7220  1.432306830684e-07  1.249793538399e-07  1.005528469982e-07  4.582910780022e-07  5.062375476733e-07
    7230  1.538576071385e-07  9.929320763806e-08  9.443928870234e-08  5.191235352191e-07  5.585152893399e-07
    7240  1.318625233004e-07  8.481655978664e-08  1.287673886542e-07  4.177557957711e-07  4.644163209302e-07
    7250  1.504915380030e-07  8.057525285073e-08  1.116613400675e-07  4.931622134235e-07  5.336827690650e-07
    7260  1.588674144833e-07  1.012958152363e-07  9.391283685369e-08  5.260591005069e-07  5.666193569947e-07
    7270  1.469896439512e-07  1.163848030224e-07  9.534917737017e-08  4.655781136776e-07  5.108872902747e-07
    7280  1.449014467250e-07  1.013885366786e-07  1.088461399811e-07  4.730318419999e-07  5.166068818429e-07
    7290  1.334155366712e-07  1.085926313650e-07  1.248970267225e-07  4.295963488241e-07  4.793165501203e-07
    7300  1.558319640607e-07  8.537985219323e-08  8.705307898113e-08  5.234170597410e-07  5.595685634233e-07
    7310  1.437897197880e-07  8.921629595597e-08  1.136922573424e-07  4.813509951621e-07  5.227425187451e-07
    7320  1.287706741960e-07  1.008453312140e-07  1.174413810075e-07  4.047879507986e-07  4.521033404491e-07
    7330  1.467857637354e-07  1.053836743254e-07  8.885912976200e-08  4.843429624231e-07  5.245339163872e-07
    7340  1.320432948207e-07  1.122986643898e-07  1.016908846895e-07  4.266499503822e-07  4.716117448929e-07
    7350  1.443995153471e-07  8.457378054854e-08  8.889320619952e-08  4.845148749838e-07  5.202505267444e-07
    7360  1.199210889106e-07  7.677879346814e-08  1.303525813138e-07  3.765708902290e-07  4.231707474707e-07
    7370  1.490980442627e-07  7.965808520498e-08  9.077584379511e-08  4.911246721993e-07  5.272753880100e-07
    7380  1.459278246937e-07  1.048330483343e-07  8.608204158750e-08  4.765801056807e-07  5.165497198309e-07
    7390  1.412592330850e-07  1.078802553892e-07  8.417242193088e-08  4.545712946795e-07  4.952901967482e-07
    7400  1.314968065119e-07  9.445512589987e-08  1.085337896170e-07  4.254375355217e-07  4.679635253425e-07
    7410  1.245583307735e-07  9.322032501412e-08  1.219490054922e-07  4.049589743092e-07  4.506308218208e-07
    7420  1.484401358606e-07  7.686628910829e-08  7.706769233180e-08  4.992423949497e-07  5.320951967947e-07
    7430  1.286224625621e-07  9.153792617184e-08  1.091952111891e-07  4.233924463848e-07  4.648738405263e-07
    7440  1.284924629940e-07  9.682615395746e-08  9.887928793132e-08  4.133321222591e-07  4.544295038941e-07
    7450  1.318527774405e-07  1.021101516375e-07  8.584159918364e-08  4.278084280109e-07  4.671193308072e-07
    7460  1.266757209632e-07  9.671874657625e-08  9.756944334337e-08  4.191726343488e-07  4.589408980273e-07
    7470  1.316223715003e-07  7.467343453504e-08  9.190445799619e-08  4.353191741351e-07  4.699465749145e-07
    7480  1.152523162599e-07  7.166651403298e-08  1.219943035985e-07  3.622818015050e-07  4.056475064007e-07
    7490  1.436426019969e-07  8.088758763467e-08  7.791207684684e-08  4.747593575249e-07  5.085693052258e-07
    7500  1.353474706115e-07  1.061858493343e-07  7.433049712135e-08  4.355518129130e-07  4.741569117221e-07
    7510  1.342233870960e-07  9.645845101727e-08  7.975144509165e-08  4.391825995654e-07  4.759850829294e-07
    7520  1.182643930767e-07  8.758562364375e-08  1.108749827031e-07  3.788494570623e-07  4.212812374705e-07
    7530  1.190923947284e-07  7.895489281217e-08  1.122541712235e-07  3.895389081205e-07  4.298353562446e-07
    7540  1.400364291203e-07  7.471065863376e-08  7.346515342973e-08  4.726666198407e-07  5.039868512911e-07
    7550  1.170368823608e-07  9.354386923292e-08  9.987843570285e-08  3.758028834956e-07  4.167152462604e-07
    7560  1.264832358315e-07  9.097647838243e-08  8.466383387141e-08  4.151371581808e-07  4.514217024396e-07
    7570  1.170804694100e-07  9.645689394247e-08  8.845612671687e-08  3.726669959523e-07  4.119671648714e-07
    7580  1.244710579490e-07  8.157685622361e-08  8.813420237235e-08  4.188079899347e-07  4.531176423394e-07
    7590  1.177517109233e-07  6.899733045070e-08  9.984972013430e-08  3.826016881010e-07  4.183062459291e-07
    7600  1.154132831781e-07  6.960173407580e-08  1.068769658270e-07  3.652153345481e-07  4.036948770220e-07
    7610  1.351422890919e-07  8.326602091287e-08  7.197723601165e-08  4.466849590015e-07  4.794839347066e-07
    7620  1.274207541125e-07  1.039999704056e-07  6.347293372268e-08  4.082522132008e-07  4.446917194211e-07
    7630  1.261033389552e-07  8.506559243625e-08  7.864979196624e-08  4.165026833387e-07  4.503315246758e-07
    7640  1.062534256519e-07  7.955477574679e-08  1.142044999799e-07  3.387182618556e-07  3.813023492414e-07
    7650  1.169584779778e-07  6.888227679134e-08  9.748308908995e-08  3.835282691399e-07  4.183550400256e-07
    7660  1.301466840781e-07  7.680514771149e-08  7.384264714968e-08  4.393559283472e-07  4.704503782583e-07
    7670  1.104800071386e-07  9.280523224626e-08  8.866593047469e-08  3.502481902101e-07  3.890425234881e-07
    7680  1.206726794936e-07  8.488974596780e-08  7.552216269370e-08  3.983027487731e-07  4.314126114114e-07
    7690  1.062837825789e-07  8.807155710961e-08  9.189564337595e-08  3.377407085332e-07  3.762531555788e-07
    7700  1.219763006793e-07  7.012828352925e-08  7.766580659207e-08  4.118068995155e-07  4.420555328014e-07
    7710  1.058868528133e-07  6.624885635567e-08  1.051671518244e-07  3.381705633918e-07  3.755268250534e-07
    7720  1.160637635555e-07  6.907991957076e-08  9.084677376470e-08  3.709238228000e-07  4.050684523912e-07
    7730  1.253117622379e-07  8.612921956100e-08  6.756391221656e-08  4.116858511639e-07  4.440398658903e-07
    7740  1.213415402777e-07  9.757225283946e-08  5.767774330424e-08  3.926884995065e-07  4.263509043481e-07
    7750  1.172773305177e-07  7.531069594562e-08  7.956014757094e-08  3.873715449362e-07  4.192996590565e-07
    7760  9.648056728902e-08  7.064536516595e-08  1.146726455480e-07  3.069434291853e-07  3.488027405868e-07
    7770  1.163922026389e-07  6.426321084671e-08  8.158860385537e-08  3.836732400546e-07  4.141723801952e-07
    7780  1.190508816192e-07  8.052707148070e-08  7.344008998618e-08  3.981851413212e-07  4.296540180677e-07
    7790  1.076190736074e-07  8.843034126664e-08  7.825476282678e-08  3.451273831956e-07  3.803136978827e-07
    7800  1.109659041729e-07  7.965284691648e-08  7.285431169593e-08  3.628057455092e-07  3.944537585294e-07
    7810  1.014013054023e-07  7.786378873794e-08  9.135644354436e-08  3.291322011477e-07  3.647176989718e-07
    7820  1.172168944769e-07  6.337900371412e-08  7.234419453097e-08  3.937017976153e-07  4.218903724790e-07
    7830  9.837350288122e-08  6.544906548522e-08  1.034736408630e-07  3.094581246132e-07  3.470332138061e-07
    7840  1.144559793052e-07  6.890220458919e-08  7.881804692482e-08  3.698281386487e-07  4.010396759092e-07
    7850  1.158635145882e-07  8.802506140555e-08  6.233682369196e-08  3.764856244503e-07  4.084116433868e-07
    7860  1.162465535095e-07  8.757111283577e-08  5.605413241635e-08  3.825786438192e-07  4.131470022566e-07
    7870  1.078845154938e-07  6.752752222407e-08  8.312446843939e-08  3.546486300831e-07  3.858553654081e-07
    7880  9.013779576610e-08  6.294280645851e-08  1.096266396502e-07  2.855892092296e-07  3.250627872578e-07
    7890  1.150022998943e-07  6.402505974794e-08  6.895244925704e-08  3.826184753512e-07  4.104583720614e-07
    7900  1.081257099666e-07  8.348801638226e-08  7.063267307168e-08  3.551417183588e-07  3.870090860165e-07
    7910  1.057219251057e-07  8.133004662272e-08  6.962437953729e-08  3.466237613755e-07  3.778720525624e-07
    7920  9.933050954791e-08  7.462337876433e-08  7.632212578590e-08  3.188215075156e-07  3.505815444719e-07
    7930  1.011413225661e-07  6.745146773658e-08  8.487616082565e-08  3.358457783647e-07  3.671179880531e-07
    7940  1.100864148000e-07  6.038387390721e-08  7.357286518681e-08  3.665602013308e-07  3.943914028513e-07
    7950  9.511347636903e-08  6.562630244590e-08  9.494011410499e-08  2.964283073511e-07  3.320192036992e-07
    7960  1.098681954733e-07  6.872865586691e-08  7.186296737682e-08  3.579230960031e-07  3.873859538580e-07
    7970  1.076411157158e-07  8.717706389749e-08  5.832367089019e-08  3.469142151555e-07  3.780708578103e-07
    7980  1.114433651681e-07  7.597076901089e-08  5.500019440770e-08  3.718577328167e-07  3.993674701632e-07
    7990  9.789997395222e-08  6.128746204021e-08  8.829108152420e-08  3.203381575922e-07  3.517846048216e-07
    8000  8.756668772708e-08  5.831392960866e-08  9.918495902030e-08  2.765972037672e-07  3.121091290135e-07
    8010  1.110091034857e-07  6.622287781578e-08  6.147756190914e-08  3.722482461844e-07  3.988191795896e-07
    8020  9.920897186960e-08  8.370587755899e-08  6.641089421148e-08  3.207857074768e-07  3.523676645617e-07
    8030  1.023685154639e-07  7.306598409423e-08  6.302540972472e-08  3.403817564921e-07  3.683067925161e-07
    8040  8.887364860124e-08  6.842454429669e-08  8.171809238923e-08  2.810711526482e-07  3.134633681192e-07
    8050  1.021977676723e-07  5.892057952077e-08  7.376923281912e-08  3.427574346946e-07  3.699196901456e-07
    8060  1.017252293200e-07  6.002060146616e-08  7.626173001133e-08  3.351010610839e-07  3.633993223500e-07
    8070  9.379253426330e-08  6.542915598845e-08  8.318305789509e-08  2.926645730244e-07  3.250384398209e-07
    8080  1.029481902599e-07  6.869467702106e-08  6.800030914868e-08  3.358832281166e-07  3.643609110527e-07
    8090  1.008198348077e-07  8.263353565306e-08  5.742192420054e-08  3.258337977673e-07  3.556091695268e-07
    8100  1.063824223335e-07  6.500780383319e-08  5.348048934047e-08  3.573599266212e-07  3.822427425545e-07
    8110  8.781050463250e-08  5.646367958469e-08  9.169142260870e-08  2.857506815110e-07  3.177414055487e-07
    8120  8.772789750807e-08  5.685120291923e-08  8.553425409345e-08  2.789363013641e-07  3.099190412294e-07
    8130  1.040113720672e-07  6.896094763813e-08  5.764346902985e-08  3.486066354763e-07  3.747310150472e-07
    8140  9.326147421383e-08  7.989315168049e-08  6.213119392303e-08  3.017687604789e-07  3.316704513779e-07
    8150  9.626853439448e-08  6.503644556152e-08  5.991810506048e-08  3.197356423934e-07  3.454249995245e-07
    8160  8.213029217671e-08  6.103125325364e-08  8.405068258814e-08  2.602776139130e-07  2.920259445915e-07
    8170  1.016715319823e-07  5.378479625613e-08  6.198357758946e-08  3.411920466804e-07  3.653544598505e-07
    8180  9.372881435022e-08  6.112181092854e-08  7.537506818203e-08  3.045682837518e-07  3.331129039555e-07
    8190  9.207938029346e-08  6.377265148707e-08  7.259555183537e-08  2.906144704883e-07  3.198006378299e-07
    8200  9.480381252382e-08  6.839305861141e-08  6.553543030571e-08  3.072713402191e-07  3.352252115827e-07
    8210  9.522218208978e-08  7.453205862605e-08  5.775193490353e-08  3.116370555433e-07  3.392274046975e-07
    8220  1.004328137779e-07  5.625572390501e-08  5.331917831543e-08  3.379554551719e-07  3.609823832435e-07
    8230  7.886712584412e-08  5.364585080222e-08  9.040010897095e-08  2.535520753291e-07  2.855849006038e-07
    8240  8.845616615339e-08  5.689603301239e-08  7.177058716222e-08  2.857730040566e-07  3.128560035100e-07
    8250  9.495371630215e-08  7.052497773241e-08  5.541294964098e-08  3.146024888326e-07  3.406395480435e-07
    8260  8.961714282698e-08  7.247983021416e-08  5.780706108594e-08  2.946845913619e-07  3.216601044175e-07
    8270  8.762327810013e-08  5.818714959113e-08  6.160389429508e-08  2.870145701999e-07  3.118268534650e-07
    8280  7.963929494727e-08  5.365562852931e-08  8.072392351876e-08  2.561535010942e-07  2.852232664487e-07
    8290  9.843108375046e-08  5.187856000221e-08  5.399051960207e-08  3.294242921234e-07  3.518741304559e-07
    8300  8.735562132230e-08  6.239176870230e-08  6.964223915152e-08  2.794921198023e-07  3.073916457616e-07
    8310  8.887608068120e-08  6.058312399472e-08  6.548680215996e-08  2.847448601830e-07  3.113477626192e-07
    8320  8.642132418991e-08  6.679358347361e-08  6.445705586864e-08  2.770665841545e-07  3.047140170295e-07
    8330  9.068435640732e-08  6.440431253814e-08  5.598038520108e-08  3.009718560505e-07  3.257137234325e-07
    8340  9.318055405376e-08  5.054952791753e-08  5.588010050073e-08  3.136171826965e-07  3.357323239441e-07
    8350  7.263551794196e-08  5.280332740957e-08  8.393486405878e-08  2.292196314182e-07  2.600976945001e-07
    8360  8.766102632385e-08  5.693340245071e-08  6.060321271399e-08  2.878302065248e-07  3.121615687911e-07
    8370  8.570376413613e-08  6.984066377720e-08  5.411066651628e-08  2.791702856325e-07  3.051014030038e-07
    8380  8.664248334785e-08  6.328660175559e-08  5.292930662909e-08  2.896231520798e-07  3.133611265032e-07
    8390  7.798740218791e-08  5.240290789709e-08  6.639471386827e-08  2.504943658386e-07  2.756515644843e-07
    8400  7.983550333366e-08  4.779190956691e-08  7.208331217621e-08  2.601092018329e-07  2.855005691501e-07
    8410  9.291187149627e-08  5.217139873130e-08  5.069936856270e-08  3.096739554680e-07  3.313953158667e-07
    8420  8.277789152972e-08  6.244827023829e-08  6.104657111897e-08  2.620733268457e-07  2.883766257366e-07
    8430  8.403526973267e-08  5.666883306026e-08  6.138979149653e-08  2.721259750387e-07  2.968072370920e-07
    8440  7.855646950384e-08  6.311394293465e-08  6.479142573026e-08  2.501743739638e-07  2.773799468779e-07
    8450  8.704177324892e-08  5.454763519402e-08  5.095919353125e-08  2.916035319971e-07  3.133387529083e-07
    8460  8.478606863018e-08  4.781963966975e-08  5.956421708291e-08  2.849542346593e-07  3.069563603819e-07
    8470  6.984235255372e-08  5.276876496164e-08  7.399386266762e-08  2.181181143843e-07  2.464002847012e-07
    8480  8.426758754750e-08  5.666764243536e-08  5.316543708515e-08  2.788514267359e-07  3.014911771568e-07
    8490  7.824287198819e-08  6.644585036696e-08  5.333099473329e-08  2.527182038064e-07  2.779346750269e-07
    8500  8.280552132684e-08  5.438801656089e-08  4.858244118489e-08  2.783505278143e-07  2.994229126731e-07
    8510  6.963349933618e-08  4.728215014584e-08  7.043615759212e-08  2.201372093983e-07  2.459798146398e-07
    8520  8.048763084817e-08  4.437935448211e-08  6.073629007935e-08  2.639545264680e-07  2.860221578818e-07
    8530  8.635835384171e-08  5.364389745044e-08  4.879273634077e-08  2.857527998400e-07  3.071983508223e-07
    8540  7.927282855297e-08  6.043897158914e-08  5.295558984044e-08  2.514084251369e-07  2.755858148721e-07
    8550  7.792030607290e-08  5.308676642447e-08  5.920468517874e-08  2.528186872014e-07  2.762467415432e-07
    8560  7.195366897476e-08  5.741127431778e-08  6.517654067053e-08  2.299909558700e-07  2.561585566275e-07
    8570  8.386609140538e-08  4.696014851897e-08  4.463338886405e-08  2.823392555582e-07  3.015731610525e-07
    8580  7.619413601843e-08  4.741519466080e-08  6.148438579673e-08  2.540837145697e-07  2.763921322228e-07
    8590  6.959188563227e-08  5.222897802008e-08  6.316125861886e-08  2.193739492244e-07  2.443054867978e-07
    8600  7.845560425849e-08  5.611337381897e-08  4.916440355780e-08  2.583913346033e-07  2.801556940992e-07
    8610  7.360546162541e-08  6.056429597148e-08  5.190179161096e-08  2.400330229400e-07  2.634301539341e-07
    8620  7.739745379561e-08  4.730414836002e-08  4.739120346411e-08  2.585526198909e-07  2.780709113236e-07
    8630  6.433707510673e-08  4.299272613156e-08  7.083295481481e-08  2.022754882829e-07  2.278602957546e-07
    8640  7.993851794471e-08  4.318063190958e-08  5.041263583997e-08  2.631390931138e-07  2.829104978617e-07
    8650  7.999405715152e-08  5.530479212640e-08  4.533384458314e-08  2.617011768440e-07  2.828433005003e-07
    8660  7.599951194846e-08  5.642826951993e-08  4.763735939701e-08  2.441751847764e-07  2.661783505252e-07
